,,,,,,,,,,,
, Initial Claims ,,,, Continued Claims ,,,,I.U.R,,Covered Employment
, N.S.A , S.F. , S.A. , S.A. 4-Week , N.S.A , S.F. , S.A. , S.A. 4-Week ,N.S.A,S.A.,
12/20/69," 289,000.0000 ", 124.7000 ," 232,000.0000 "," 214,500.0000 "," 1,273,000.0000 ", 101.7000 ," 1,252,000.0000 "," 1,230,500.0000 ",,,
12/27/69," 320,000.0000 ", 143.5000 ," 223,000.0000 "," 219,750.0000 "," 1,534,000.0000 ", 117.6000 ," 1,304,000.0000 "," 1,253,750.0000 ",,,
1/3/70," 344,000.0000 ", 149.7000 ," 230,000.0000 "," 226,750.0000 "," 1,787,000.0000 ", 134.2000 ," 1,332,000.0000 "," 1,280,250.0000 ",,,
1/10/70," 429,000.0000 ", 177.5000 ," 242,000.0000 "," 231,750.0000 "," 1,835,000.0000 ", 135.6000 ," 1,353,000.0000 "," 1,310,250.0000 ",,,
1/17/70," 386,000.0000 ", 144.3000 ," 268,000.0000 "," 240,750.0000 "," 1,848,000.0000 ", 134.8000 ," 1,371,000.0000 "," 1,340,000.0000 ",,,
1/24/70," 316,000.0000 ", 123.7000 ," 256,000.0000 "," 249,000.0000 "," 1,872,000.0000 ", 134.9000 ," 1,388,000.0000 "," 1,361,000.0000 ",,,
1/31/70," 293,000.0000 ", 122.6000 ," 239,000.0000 "," 251,250.0000 "," 1,860,000.0000 ", 134.3000 ," 1,385,000.0000 "," 1,374,250.0000 ",,,
2/7/70," 324,000.0000 ", 126.7000 ," 256,000.0000 "," 254,750.0000 "," 1,831,000.0000 ", 131.1000 ," 1,397,000.0000 "," 1,385,250.0000 ",,,
2/14/70," 308,000.0000 ", 116.1000 ," 265,000.0000 "," 254,000.0000 "," 1,924,000.0000 ", 133.2000 ," 1,445,000.0000 "," 1,403,750.0000 ",,,
2/21/70," 285,000.0000 ", 105.3000 ," 271,000.0000 "," 257,750.0000 "," 1,869,000.0000 ", 132.4000 ," 1,412,000.0000 "," 1,409,750.0000 ",,,
2/28/70," 241,000.0000 ", 99.8000 ," 242,000.0000 "," 258,500.0000 "," 1,869,000.0000 ", 130.7000 ," 1,430,000.0000 "," 1,421,000.0000 ",,,
3/7/70," 270,000.0000 ", 103.4000 ," 262,000.0000 "," 260,000.0000 "," 1,833,000.0000 ", 127.1000 ," 1,443,000.0000 "," 1,432,500.0000 ",,,
3/14/70," 258,000.0000 ", 95.4000 ," 271,000.0000 "," 261,500.0000 "," 1,808,000.0000 ", 124.1000 ," 1,456,000.0000 "," 1,435,250.0000 ",,,
3/21/70," 233,000.0000 ", 88.4000 ," 264,000.0000 "," 259,750.0000 "," 1,788,000.0000 ", 119.4000 ," 1,498,000.0000 "," 1,456,750.0000 ",,,
3/28/70," 236,000.0000 ", 85.8000 ," 276,000.0000 "," 268,250.0000 "," 1,775,000.0000 ", 115.5000 ," 1,537,000.0000 "," 1,483,500.0000 ",,,
4/4/70," 250,000.0000 ", 91.7000 ," 273,000.0000 "," 271,000.0000 "," 1,762,000.0000 ", 112.0000 ," 1,573,000.0000 "," 1,516,000.0000 ",,,
4/11/70," 300,000.0000 ", 98.5000 ," 305,000.0000 "," 279,500.0000 "," 1,739,000.0000 ", 109.6000 ," 1,586,000.0000 "," 1,548,500.0000 ",,,
4/18/70," 339,000.0000 ", 90.5000 ," 374,000.0000 "," 307,000.0000 "," 1,767,000.0000 ", 106.9000 ," 1,653,000.0000 "," 1,587,250.0000 ",,,
4/25/70," 299,000.0000 ", 85.7000 ," 349,000.0000 "," 325,250.0000 "," 1,805,000.0000 ", 103.3000 ," 1,748,000.0000 "," 1,640,000.0000 ",,,
5/2/70," 278,000.0000 ", 83.4000 ," 334,000.0000 "," 340,500.0000 "," 1,774,000.0000 ", 97.9000 ," 1,811,000.0000 "," 1,699,500.0000 ",,,
5/9/70," 279,000.0000 ", 87.9000 ," 318,000.0000 "," 343,750.0000 "," 1,738,000.0000 ", 94.1000 ," 1,847,000.0000 "," 1,764,750.0000 ",,,
5/16/70," 242,000.0000 ", 79.9000 ," 303,000.0000 "," 326,000.0000 "," 1,689,000.0000 ", 91.8000 ," 1,840,000.0000 "," 1,811,500.0000 ",,,
5/23/70," 231,000.0000 ", 78.1000 ," 296,000.0000 "," 312,750.0000 "," 1,639,000.0000 ", 89.7000 ," 1,827,000.0000 "," 1,831,250.0000 ",,,
5/30/70," 224,000.0000 ", 74.5000 ," 301,000.0000 "," 304,500.0000 "," 1,579,000.0000 ", 87.4000 ," 1,807,000.0000 "," 1,830,250.0000 ",,,
6/6/70," 234,000.0000 ", 77.7000 ," 301,000.0000 "," 300,250.0000 "," 1,582,000.0000 ", 87.1000 ," 1,817,000.0000 "," 1,822,750.0000 ",,,
6/13/70," 242,000.0000 ", 81.3000 ," 298,000.0000 "," 299,000.0000 "," 1,574,000.0000 ", 85.0000 ," 1,852,000.0000 "," 1,825,750.0000 ",,,
6/20/70," 245,000.0000 ", 82.7000 ," 296,000.0000 "," 299,000.0000 "," 1,578,000.0000 ", 84.7000 ," 1,864,000.0000 "," 1,835,000.0000 ",,,
6/27/70," 247,000.0000 ", 84.9000 ," 291,000.0000 "," 296,500.0000 "," 1,579,000.0000 ", 84.6000 ," 1,866,000.0000 "," 1,849,750.0000 ",,,
7/4/70," 309,000.0000 ", 111.8000 ," 277,000.0000 "," 290,500.0000 "," 1,628,000.0000 ", 87.9000 ," 1,853,000.0000 "," 1,858,750.0000 ",,,
7/11/70," 369,000.0000 ", 128.6000 ," 288,000.0000 "," 288,000.0000 "," 1,759,000.0000 ", 94.2000 ," 1,868,000.0000 "," 1,862,750.0000 ",,,
7/18/70," 353,000.0000 ", 120.1000 ," 294,000.0000 "," 287,500.0000 "," 1,774,000.0000 ", 94.5000 ," 1,877,000.0000 "," 1,866,000.0000 ",,,
7/25/70," 329,000.0000 ", 115.0000 ," 287,000.0000 "," 286,500.0000 "," 1,801,000.0000 ", 93.9000 ," 1,918,000.0000 "," 1,879,000.0000 ",,,
8/1/70," 293,000.0000 ", 112.5000 ," 261,000.0000 "," 282,500.0000 "," 1,790,000.0000 ", 94.2000 ," 1,900,000.0000 "," 1,890,750.0000 ",,,
8/8/70," 278,000.0000 ", 104.9000 ," 266,000.0000 "," 277,000.0000 "," 1,767,000.0000 ", 93.5000 ," 1,890,000.0000 "," 1,896,250.0000 ",,,
8/15/70," 257,000.0000 ", 85.8000 ," 300,000.0000 "," 278,500.0000 "," 1,748,000.0000 ", 90.4000 ," 1,933,000.0000 "," 1,910,250.0000 ",,,
8/22/70," 238,000.0000 ", 78.6000 ," 303,000.0000 "," 282,500.0000 "," 1,706,000.0000 ", 86.6000 ," 1,970,000.0000 "," 1,923,250.0000 ",,,
8/29/70," 220,000.0000 ", 74.2000 ," 297,000.0000 "," 291,500.0000 "," 1,646,000.0000 ", 82.1000 ," 2,005,000.0000 "," 1,949,500.0000 ",,,
9/5/70," 240,000.0000 ", 74.3000 ," 324,000.0000 "," 306,000.0000 "," 1,577,000.0000 ", 79.0000 ," 1,996,000.0000 "," 1,976,000.0000 ",,,
9/12/70," 207,000.0000 ", 71.1000 ," 292,000.0000 "," 304,000.0000 "," 1,643,000.0000 ", 79.4000 ," 2,068,000.0000 "," 2,009,750.0000 ",,,
9/19/70," 247,000.0000 ", 76.2000 ," 325,000.0000 "," 309,500.0000 "," 1,585,000.0000 ", 76.6000 ," 2,069,000.0000 "," 2,034,500.0000 ",,,
9/26/70," 256,000.0000 ", 77.0000 ," 333,000.0000 "," 318,500.0000 "," 1,597,000.0000 ", 76.3000 ," 2,092,000.0000 "," 2,056,250.0000 ",,,
10/3/70," 284,000.0000 ", 81.1000 ," 350,000.0000 "," 325,000.0000 "," 1,640,000.0000 ", 75.8000 ," 2,164,000.0000 "," 2,098,250.0000 ",,,
10/10/70," 287,000.0000 ", 87.9000 ," 327,000.0000 "," 333,750.0000 "," 1,672,000.0000 ", 75.8000 ," 2,207,000.0000 "," 2,133,000.0000 ",,,
10/17/70," 259,000.0000 ", 77.6000 ," 334,000.0000 "," 336,000.0000 "," 1,728,000.0000 ", 78.2000 ," 2,210,000.0000 "," 2,168,250.0000 ",,,
10/24/70," 280,000.0000 ", 84.8000 ," 330,000.0000 "," 335,250.0000 "," 1,758,000.0000 ", 77.9000 ," 2,257,000.0000 "," 2,209,500.0000 ",,,
10/31/70," 283,000.0000 ", 86.8000 ," 327,000.0000 "," 329,500.0000 "," 1,773,000.0000 ", 79.4000 ," 2,233,000.0000 "," 2,226,750.0000 ",,,
11/7/70," 333,000.0000 ", 99.2000 ," 336,000.0000 "," 331,750.0000 "," 1,854,000.0000 ", 81.3000 ," 2,279,000.0000 "," 2,244,750.0000 ",,,
11/14/70," 307,000.0000 ", 97.9000 ," 314,000.0000 "," 326,750.0000 "," 2,007,000.0000 ", 85.7000 ," 2,343,000.0000 "," 2,278,000.0000 ",,,
11/21/70," 333,000.0000 ", 106.4000 ," 314,000.0000 "," 322,750.0000 "," 1,980,000.0000 ", 86.7000 ," 2,285,000.0000 "," 2,285,000.0000 ",,,
11/28/70," 354,000.0000 ", 105.0000 ," 337,000.0000 "," 325,250.0000 "," 2,186,000.0000 ", 95.4000 ," 2,292,000.0000 "," 2,299,750.0000 ",,,
12/5/70," 378,000.0000 ", 122.9000 ," 308,000.0000 "," 318,250.0000 "," 2,214,000.0000 ", 97.3000 ," 2,276,000.0000 "," 2,299,000.0000 ",,,
12/12/70," 370,000.0000 ", 121.2000 ," 306,000.0000 "," 316,250.0000 "," 2,223,000.0000 ", 101.3000 ," 2,193,000.0000 "," 2,261,500.0000 ",,,
12/19/70," 354,000.0000 ", 123.0000 ," 289,000.0000 "," 310,000.0000 "," 2,254,000.0000 ", 101.4000 ," 2,224,000.0000 "," 2,246,250.0000 ",,,
12/26/70," 451,000.0000 ", 140.5000 ," 321,000.0000 "," 306,000.0000 "," 2,446,000.0000 ", 113.9000 ," 2,147,000.0000 "," 2,210,000.0000 ",,,
1/2/71," 443,000.0000 ", 146.6000 ," 303,000.0000 "," 304,750.0000 "," 2,757,000.0000 ", 131.2000 ," 2,102,000.0000 "," 2,166,500.0000 ",5.2,3.9,"53,221,100"
1/9/71," 500,000.0000 ", 173.9000 ," 288,000.0000 "," 300,250.0000 "," 2,829,000.0000 ", 133.2000 ," 2,124,000.0000 "," 2,149,250.0000 ",5.3,4,"53,221,100"
1/16/71," 452,000.0000 ", 151.4000 ," 299,000.0000 "," 302,750.0000 "," 2,798,000.0000 ", 133.2000 ," 2,100,000.0000 "," 2,118,250.0000 ",5.3,3.9,"53,221,100"
1/23/71," 399,000.0000 ", 127.8000 ," 312,000.0000 "," 300,500.0000 "," 2,794,000.0000 ", 133.6000 ," 2,091,000.0000 "," 2,104,250.0000 ",5.2,3.9,"53,221,100"
1/30/71," 353,000.0000 ", 121.0000 ," 292,000.0000 "," 297,750.0000 "," 2,781,000.0000 ", 133.3000 ," 2,086,000.0000 "," 2,100,250.0000 ",5.2,3.9,"53,221,100"
2/6/71," 375,000.0000 ", 126.6000 ," 296,000.0000 "," 299,750.0000 "," 2,761,000.0000 ", 130.3000 ," 2,120,000.0000 "," 2,099,250.0000 ",5.2,4,"53,221,100"
2/13/71," 333,000.0000 ", 118.5000 ," 282,000.0000 "," 295,500.0000 "," 2,744,000.0000 ", 132.0000 ," 2,079,000.0000 "," 2,094,000.0000 ",5.2,3.9,"53,221,100"
2/20/71," 286,000.0000 ", 106.9000 ," 268,000.0000 "," 284,500.0000 "," 2,782,000.0000 ", 131.2000 ," 2,120,000.0000 "," 2,101,250.0000 ",5.2,4,"53,221,100"
2/27/71," 289,000.0000 ", 99.9000 ," 290,000.0000 "," 284,000.0000 "," 2,717,000.0000 ", 130.6000 ," 2,081,000.0000 "," 2,100,000.0000 ",5.1,3.9,"53,221,100"
3/6/71," 306,000.0000 ", 103.0000 ," 297,000.0000 "," 284,250.0000 "," 2,703,000.0000 ", 126.8000 ," 2,132,000.0000 "," 2,103,000.0000 ",5.1,4,"53,221,100"
3/13/71," 275,000.0000 ", 96.0000 ," 287,000.0000 "," 285,500.0000 "," 2,634,000.0000 ", 123.9000 ," 2,126,000.0000 "," 2,114,750.0000 ",4.9,4,"53,221,100"
3/20/71," 260,000.0000 ", 89.8000 ," 291,000.0000 "," 291,250.0000 "," 2,561,000.0000 ", 119.7000 ," 2,140,000.0000 "," 2,119,750.0000 ",4.8,4,"53,221,100"
3/27/71," 261,000.0000 ", 87.0000 ," 300,000.0000 "," 293,750.0000 "," 2,505,000.0000 ", 116.2000 ," 2,157,000.0000 "," 2,138,750.0000 ",4.7,4.1,"53,221,100"
4/3/71," 267,000.0000 ", 89.2000 ," 299,000.0000 "," 294,250.0000 "," 2,406,000.0000 ", 112.7000 ," 2,135,000.0000 "," 2,139,500.0000 ",4.5,4,"53,155,200"
4/10/71," 278,000.0000 ", 99.7000 ," 279,000.0000 "," 292,250.0000 "," 2,374,000.0000 ", 110.1000 ," 2,156,000.0000 "," 2,147,000.0000 ",4.5,4.1,"53,155,200"
4/17/71," 257,000.0000 ", 90.9000 ," 284,000.0000 "," 290,500.0000 "," 2,323,000.0000 ", 107.4000 ," 2,163,000.0000 "," 2,152,750.0000 ",4.4,4.1,"53,155,200"
4/24/71," 248,000.0000 ", 86.4000 ," 288,000.0000 "," 287,500.0000 "," 2,226,000.0000 ", 104.7000 ," 2,127,000.0000 "," 2,145,250.0000 ",4.2,4,"53,155,200"
5/1/71," 237,000.0000 ", 82.0000 ," 290,000.0000 "," 285,250.0000 "," 2,144,000.0000 ", 99.4000 ," 2,157,000.0000 "," 2,150,750.0000 ",4,4.1,"53,155,200"
5/8/71," 260,000.0000 ", 88.7000 ," 293,000.0000 "," 288,750.0000 "," 2,077,000.0000 ", 95.3000 ," 2,179,000.0000 "," 2,156,500.0000 ",3.9,4.1,"53,155,200"
5/15/71," 230,000.0000 ", 81.1000 ," 284,000.0000 "," 288,750.0000 "," 2,030,000.0000 ", 93.2000 ," 2,179,000.0000 "," 2,160,500.0000 ",3.8,4.1,"53,155,200"
5/22/71," 231,000.0000 ", 78.7000 ," 295,000.0000 "," 290,500.0000 "," 1,989,000.0000 ", 91.8000 ," 2,167,000.0000 "," 2,170,500.0000 ",3.7,4.1,"53,155,200"
5/29/71," 231,000.0000 ", 77.4000 ," 299,000.0000 "," 292,750.0000 "," 1,918,000.0000 ", 88.4000 ," 2,171,000.0000 "," 2,174,000.0000 ",3.6,4.1,"53,155,200"
6/5/71," 232,000.0000 ", 77.3000 ," 301,000.0000 "," 294,750.0000 "," 1,947,000.0000 ", 88.7000 ," 2,194,000.0000 "," 2,177,750.0000 ",3.7,4.1,"53,155,200"
6/12/71," 244,000.0000 ", 82.8000 ," 295,000.0000 "," 297,500.0000 "," 1,902,000.0000 ", 86.5000 ," 2,199,000.0000 "," 2,182,750.0000 ",3.6,4.1,"53,155,200"
6/19/71," 249,000.0000 ", 83.5000 ," 299,000.0000 "," 298,500.0000 "," 1,883,000.0000 ", 86.3000 ," 2,182,000.0000 "," 2,186,500.0000 ",3.5,4.1,"53,155,200"
6/26/71," 247,000.0000 ", 85.0000 ," 291,000.0000 "," 296,500.0000 "," 1,870,000.0000 ", 86.1000 ," 2,172,000.0000 "," 2,186,750.0000 ",3.5,4.1,"53,155,200"
7/3/71," 288,000.0000 ", 104.1000 ," 277,000.0000 "," 290,500.0000 "," 1,846,000.0000 ", 87.3000 ," 2,116,000.0000 "," 2,167,250.0000 ",3.5,4,"52,803,500"
7/10/71," 335,000.0000 ", 127.3000 ," 264,000.0000 "," 282,750.0000 "," 2,006,000.0000 ", 94.2000 ," 2,130,000.0000 "," 2,150,000.0000 ",3.8,4,"52,803,500"
7/17/71," 367,000.0000 ", 117.4000 ," 313,000.0000 "," 286,250.0000 "," 1,979,000.0000 ", 94.8000 ," 2,087,000.0000 "," 2,126,250.0000 ",3.7,4,"52,803,500"
7/24/71," 342,000.0000 ", 112.6000 ," 304,000.0000 "," 289,500.0000 "," 1,997,000.0000 ", 93.8000 ," 2,129,000.0000 "," 2,115,500.0000 ",3.8,4,"52,803,500"
7/31/71," 340,000.0000 ", 110.5000 ," 308,000.0000 "," 297,250.0000 "," 2,020,000.0000 ", 93.9000 ," 2,150,000.0000 "," 2,124,000.0000 ",3.8,4.1,"52,803,500"
8/7/71," 362,000.0000 ", 103.9000 ," 349,000.0000 "," 318,500.0000 "," 2,015,000.0000 ", 92.7000 ," 2,174,000.0000 "," 2,135,000.0000 ",3.8,4.1,"52,803,500"
8/14/71," 282,000.0000 ", 86.8000 ," 325,000.0000 "," 321,500.0000 "," 1,985,000.0000 ", 90.1000 ," 2,202,000.0000 "," 2,163,750.0000 ",3.8,4.2,"52,803,500"
8/21/71," 252,000.0000 ", 79.1000 ," 320,000.0000 "," 325,500.0000 "," 1,895,000.0000 ", 86.7000 ," 2,186,000.0000 "," 2,178,000.0000 ",3.6,4.1,"52,803,500"
8/28/71," 228,000.0000 ", 74.3000 ," 307,000.0000 "," 325,250.0000 "," 1,817,000.0000 ", 83.0000 ," 2,188,000.0000 "," 2,187,500.0000 ",3.4,4.1,"52,803,500"
9/4/71," 268,000.0000 ", 74.6000 ," 359,000.0000 "," 327,750.0000 "," 1,756,000.0000 ", 78.8000 ," 2,228,000.0000 "," 2,201,000.0000 ",3.3,4.2,"52,803,500"
9/11/71," 219,000.0000 ", 70.4000 ," 312,000.0000 "," 324,500.0000 "," 1,801,000.0000 ", 80.1000 ," 2,250,000.0000 "," 2,213,000.0000 ",3.4,4.3,"52,803,500"
9/18/71," 230,000.0000 ", 76.4000 ," 302,000.0000 "," 320,000.0000 "," 1,733,000.0000 ", 77.2000 ," 2,246,000.0000 "," 2,228,000.0000 ",3.3,4.3,"52,803,500"
9/25/71," 236,000.0000 ", 76.9000 ," 308,000.0000 "," 320,250.0000 "," 1,713,000.0000 ", 76.7000 ," 2,233,000.0000 "," 2,239,250.0000 ",3.2,4.2,"52,803,500"
10/2/71," 238,000.0000 ", 79.7000 ," 299,000.0000 "," 305,250.0000 "," 1,690,000.0000 ", 76.3000 ," 2,216,000.0000 "," 2,236,250.0000 ",3.2,4.2,"52,640,400"
10/9/71," 280,000.0000 ", 89.8000 ," 313,000.0000 "," 305,500.0000 "," 1,692,000.0000 ", 75.3000 ," 2,247,000.0000 "," 2,235,500.0000 ",3.2,4.3,"52,640,400"
10/16/71," 233,000.0000 ", 78.2000 ," 299,000.0000 "," 304,750.0000 "," 1,724,000.0000 ", 78.7000 ," 2,190,000.0000 "," 2,221,500.0000 ",3.3,4.2,"52,640,400"
10/23/71," 251,000.0000 ", 85.3000 ," 294,000.0000 "," 301,250.0000 "," 1,693,000.0000 ", 77.8000 ," 2,176,000.0000 "," 2,207,250.0000 ",3.2,4.1,"52,640,400"
10/30/71," 241,000.0000 ", 85.2000 ," 283,000.0000 "," 297,250.0000 "," 1,746,000.0000 ", 79.6000 ," 2,194,000.0000 "," 2,201,750.0000 ",3.3,4.2,"52,640,400"
11/6/71," 297,000.0000 ", 98.8000 ," 301,000.0000 "," 294,250.0000 "," 1,787,000.0000 ", 81.1000 ," 2,204,000.0000 "," 2,191,000.0000 ",3.4,4.2,"52,640,400"
11/13/71," 289,000.0000 ", 98.2000 ," 295,000.0000 "," 293,250.0000 "," 1,828,000.0000 ", 85.6000 ," 2,134,000.0000 "," 2,177,000.0000 ",3.5,4.1,"52,640,400"
11/20/71," 291,000.0000 ", 106.3000 ," 274,000.0000 "," 288,250.0000 "," 1,814,000.0000 ", 85.0000 ," 2,134,000.0000 "," 2,166,500.0000 ",3.4,4.1,"52,640,400"
11/27/71," 284,000.0000 ", 102.3000 ," 278,000.0000 "," 287,000.0000 "," 2,015,000.0000 ", 95.4000 ," 2,111,000.0000 "," 2,145,750.0000 ",3.8,4,"52,640,400"
12/4/71," 372,000.0000 ", 124.5000 ," 299,000.0000 "," 286,500.0000 "," 2,053,000.0000 ", 97.0000 ," 2,117,000.0000 "," 2,124,000.0000 ",3.9,4,"52,640,400"
12/11/71," 348,000.0000 ", 124.4000 ," 280,000.0000 "," 282,750.0000 "," 2,110,000.0000 ", 101.2000 ," 2,085,000.0000 "," 2,111,750.0000 ",4,4,"52,640,400"
12/18/71," 329,000.0000 ", 122.5000 ," 269,000.0000 "," 281,500.0000 "," 2,147,000.0000 ", 101.8000 ," 2,109,000.0000 "," 2,105,500.0000 ",4.1,4,"52,640,400"
12/25/71," 340,000.0000 ", 139.7000 ," 244,000.0000 "," 273,000.0000 "," 2,245,000.0000 ", 110.2000 ," 2,037,000.0000 "," 2,087,000.0000 ",4.3,3.9,"52,640,400"
1/1/72," 405,000.0000 ", 145.4000 ," 279,000.0000 "," 268,000.0000 "," 2,485,000.0000 ", 128.5000 ," 1,934,000.0000 "," 2,041,250.0000 ",4.7,3.7,"52,631,500"
1/8/72," 479,000.0000 ", 162.4000 ," 295,000.0000 "," 271,750.0000 "," 2,529,000.0000 ", 130.9000 ," 1,931,000.0000 "," 2,002,750.0000 ",4.8,3.7,"52,631,500"
1/15/72," 395,000.0000 ", 158.4000 ," 250,000.0000 "," 267,000.0000 "," 2,527,000.0000 ", 131.4000 ," 1,923,000.0000 "," 1,956,250.0000 ",4.8,3.7,"52,631,500"
1/22/72," 347,000.0000 ", 132.2000 ," 263,000.0000 "," 271,750.0000 "," 2,516,000.0000 ", 132.0000 ," 1,907,000.0000 "," 1,923,750.0000 ",4.8,3.6,"52,631,500"
1/29/72," 326,000.0000 ", 121.3000 ," 269,000.0000 "," 269,250.0000 "," 2,529,000.0000 ", 131.7000 ," 1,921,000.0000 "," 1,920,500.0000 ",4.8,3.6,"52,631,500"
2/5/72," 342,000.0000 ", 123.9000 ," 276,000.0000 "," 264,500.0000 "," 2,506,000.0000 ", 129.1000 ," 1,941,000.0000 "," 1,923,000.0000 ",4.8,3.7,"52,631,500"
2/12/72," 318,000.0000 ", 119.9000 ," 266,000.0000 "," 268,500.0000 "," 2,551,000.0000 ", 130.2000 ," 1,960,000.0000 "," 1,932,250.0000 ",4.8,3.7,"52,631,500"
2/19/72," 279,000.0000 ", 108.1000 ," 258,000.0000 "," 267,250.0000 "," 2,470,000.0000 ", 129.9000 ," 1,902,000.0000 "," 1,931,000.0000 ",4.7,3.6,"52,631,500"
2/26/72," 252,000.0000 ", 99.1000 ," 254,000.0000 "," 263,500.0000 "," 2,474,000.0000 ", 130.0000 ," 1,903,000.0000 "," 1,926,500.0000 ",4.7,3.6,"52,631,500"
3/4/72," 263,000.0000 ", 102.5000 ," 257,000.0000 "," 258,750.0000 "," 2,413,000.0000 ", 126.7000 ," 1,905,000.0000 "," 1,917,500.0000 ",4.6,3.6,"52,631,500"
3/11/72," 257,000.0000 ", 97.5000 ," 264,000.0000 "," 258,250.0000 "," 2,360,000.0000 ", 123.8000 ," 1,906,000.0000 "," 1,904,000.0000 ",4.5,3.6,"52,631,500"
3/18/72," 241,000.0000 ", 91.0000 ," 266,000.0000 "," 260,250.0000 "," 2,298,000.0000 ", 120.5000 ," 1,907,000.0000 "," 1,905,250.0000 ",4.4,3.6,"52,631,500"
3/25/72," 231,000.0000 ", 87.8000 ," 264,000.0000 "," 262,750.0000 "," 2,203,000.0000 ", 117.4000 ," 1,877,000.0000 "," 1,898,750.0000 ",4.2,3.6,"52,631,500"
4/1/72," 224,000.0000 ", 86.9000 ," 258,000.0000 "," 263,000.0000 "," 2,176,000.0000 ", 113.7000 ," 1,913,000.0000 "," 1,900,750.0000 ",4.1,3.6,"52,750,100"
4/8/72," 271,000.0000 ", 99.1000 ," 274,000.0000 "," 265,500.0000 "," 2,116,000.0000 ", 110.8000 ," 1,910,000.0000 "," 1,901,750.0000 ",4,3.6,"52,750,100"
4/15/72," 237,000.0000 ", 91.5000 ," 259,000.0000 "," 263,750.0000 "," 2,048,000.0000 ", 108.3000 ," 1,891,000.0000 "," 1,897,750.0000 ",3.9,3.6,"52,750,100"
4/22/72," 223,000.0000 ", 86.4000 ," 259,000.0000 "," 262,500.0000 "," 1,966,000.0000 ", 106.0000 ," 1,855,000.0000 "," 1,892,250.0000 ",3.7,3.5,"52,750,100"
4/29/72," 214,000.0000 ", 81.0000 ," 265,000.0000 "," 264,250.0000 "," 1,890,000.0000 ", 101.1000 ," 1,870,000.0000 "," 1,881,500.0000 ",3.6,3.5,"52,750,100"
5/6/72," 234,000.0000 ", 86.6000 ," 271,000.0000 "," 263,500.0000 "," 1,836,000.0000 ", 97.0000 ," 1,893,000.0000 "," 1,877,250.0000 ",3.5,3.6,"52,750,100"
5/13/72," 218,000.0000 ", 81.9000 ," 266,000.0000 "," 265,250.0000 "," 1,770,000.0000 ", 94.5000 ," 1,874,000.0000 "," 1,873,000.0000 ",3.4,3.6,"52,750,100"
5/20/72," 210,000.0000 ", 79.0000 ," 267,000.0000 "," 267,250.0000 "," 1,731,000.0000 ", 92.9000 ," 1,863,000.0000 "," 1,875,000.0000 ",3.3,3.5,"52,750,100"
5/27/72," 209,000.0000 ", 78.6000 ," 267,000.0000 "," 267,750.0000 "," 1,664,000.0000 ", 88.9000 ," 1,871,000.0000 "," 1,875,250.0000 ",3.2,3.5,"52,750,100"
6/3/72," 198,000.0000 ", 75.3000 ," 264,000.0000 "," 266,000.0000 "," 1,673,000.0000 ", 90.1000 ," 1,857,000.0000 "," 1,866,250.0000 ",3.2,3.5,"52,750,100"
6/10/72," 224,000.0000 ", 83.7000 ," 268,000.0000 "," 266,500.0000 "," 1,637,000.0000 ", 87.5000 ," 1,870,000.0000 "," 1,865,250.0000 ",3.1,3.5,"52,750,100"
6/17/72," 227,000.0000 ", 82.8000 ," 275,000.0000 "," 268,500.0000 "," 1,619,000.0000 ", 87.3000 ," 1,855,000.0000 "," 1,863,250.0000 ",3.1,3.5,"52,750,100"
6/24/72," 240,000.0000 ", 84.2000 ," 286,000.0000 "," 273,250.0000 "," 1,633,000.0000 ", 87.3000 ," 1,871,000.0000 "," 1,863,250.0000 ",3.1,3.5,"52,750,100"
7/1/72," 327,000.0000 ", 93.7000 ," 350,000.0000 "," 294,750.0000 "," 1,645,000.0000 ", 85.0000 ," 1,935,000.0000 "," 1,882,750.0000 ",3.1,3.6,"53,105,800"
7/8/72," 364,000.0000 ", 122.9000 ," 297,000.0000 "," 302,000.0000 "," 1,834,000.0000 ", 92.8000 ," 1,977,000.0000 "," 1,909,500.0000 ",3.5,3.7,"53,105,800"
7/15/72," 367,000.0000 ", 115.6000 ," 318,000.0000 "," 312,750.0000 "," 1,848,000.0000 ", 94.9000 ," 1,947,000.0000 "," 1,932,500.0000 ",3.5,3.7,"53,105,800"
7/22/72," 299,000.0000 ", 108.7000 ," 276,000.0000 "," 310,250.0000 "," 1,835,000.0000 ", 93.5000 ," 1,962,000.0000 "," 1,955,250.0000 ",3.5,3.7,"53,105,800"
7/29/72," 266,000.0000 ", 108.2000 ," 247,000.0000 "," 284,500.0000 "," 1,796,000.0000 ", 93.2000 ," 1,928,000.0000 "," 1,953,500.0000 ",3.4,3.6,"53,105,800"
8/5/72," 256,000.0000 ", 102.9000 ," 250,000.0000 "," 272,750.0000 "," 1,705,000.0000 ", 91.9000 ," 1,855,000.0000 "," 1,923,000.0000 ",3.2,3.5,"53,105,800"
8/12/72," 220,000.0000 ", 89.6000 ," 246,000.0000 "," 254,750.0000 "," 1,633,000.0000 ", 90.1000 ," 1,812,000.0000 "," 1,889,250.0000 ",3.1,3.4,"53,105,800"
8/19/72," 203,000.0000 ", 79.4000 ," 256,000.0000 "," 249,750.0000 "," 1,554,000.0000 ", 86.6000 ," 1,794,000.0000 "," 1,847,250.0000 ",2.9,3.4,"53,105,800"
